name,nominations,wins
Eraser,1,0
The Ghost and the Darkness,1,1
Dragonheart,1,0
The Crucible,1,0
Sling Blade,1,1
Trainspotting,1,0
Lone Star,1,0
Saul Zaentz,1,1
Matt Damon,3,0
Peter Fonda,1,0
Robert Forster,1,0
Greg Kinnear,1,0
Burt Reynolds,1,0
Helena Bonham Carter,2,0
Judi Dench,7,1
Helen Hunt,2,1
Kim Basinger,1,1
Minnie Driver,1,0
Julianne Moore,5,1
Gloria Stuart,1,0
Gattaca,1,0
Kundun,4,0
L.A. Confidential,8,1
Amistad,3,0
The Wings of the Dove,3,0
Oscar and Lucinda,1,0
The Full Monty,4,1
Good Will Hunting,6,1
The Sweet Hereafter,2,0
Ayn Rand: A Sense of Life,1,0
Colors Straight Up,1,0
4 Little Girls,1,0
The Long Way Home,1,1
Waco: The Rules of Engagement,1,0
Alaska: Spirit of the Wild,1,0
Amazon,1,0
Daughter of the Bride,1,0
Still Kicking: The Fabulous Palm Springs Follies,1,0
A Story of Healing,1,1
Air Force One,2,0
As Good as It Gets,4,0
Character,1,1
Four Days in September,1,0
Secrets of the Heart,1,0
Mrs. Brown,1,0
My Best Friend's Wedding,1,0
Hercules,1,0
Con Air,2,0
Famous Fred,1,0
Geri's Game,1,1
La Vieille Dame et les Pigeons (The Old Lady and the Pigeons),1,0
The Mermaid,1,0
Redux Riding Hood,1,0
Dance Lexie Dance,1,0
It's Good to Talk,1,0
Sweethearts?,1,0
Visas and Virtue,1,1
Wolfgang,1,0
Face/Off,1,0
The Fifth Element,1,0
The Lost World: Jurassic Park,1,0
Starship Troopers,1,0
Donnie Brasco,1,0
Wag the Dog,1,0
Boogie Nights,1,0
Deconstructing Harry,1,0
Don Iwerks,1,1
Roberto Benigni,1,1
Ian McKellen,2,0
James Coburn,1,1
Cate Blanchett,7,2
Fernanda Montenegro,1,0
Gwyneth Paltrow,1,1
Rachel Griffiths,1,0
Elizabeth,6,1
Pleasantville,3,0
Saving Private Ryan,10,5
Shakespeare in Love,10,5
What Dreams May Come,2,1
A Civil Action,1,0
The Thin Red Line,7,0
Beloved,1,0
Velvet Goldmine,1,0
Life Is Beautiful,6,2
The Truman Show,2,0
Dancemaker,1,0
"The Farm: Angola, U.S.A.",1,0
The Last Days,1,1
Lenny Bruce: Swear to Tell the Truth,1,0
Regret to Inform,1,0
The Personals: Improvisations on Romance in the Golden Years,1,1
A Place in the Land,1,0
Sunrise over Tiananmen Square,1,0
Out of Sight,2,0
Central Station,1,0
Children of Heaven,1,0
The Grandfather,1,0
A Bug's Life,1,0
Mulan,1,0
Patch Adams,1,0
The Prince of Egypt,2,1
Armageddon,4,0
Quest for Camelot,1,0
The Horse Whisperer,1,0
Babe: Pig in the City,1,0
Bunny,1,1
The Canterbury Tales,1,0
Jolly Roger,1,0
More,1,0
When Life Departs,1,0
Culture,1,0
Election Night (Valgaften),1,1
Holiday Romance,1,0
La Carte Postale (The Postcard),1,0
Victor,1,0
The Mask of Zorro,2,0
Gods and Monsters,1,1
Primary Colors,1,0
A Simple Plan,1,0
Bulworth,1,0
Norman Jewison,1,1
Russell Crowe,3,1
Michael Clarke Duncan,1,0
Jude Law,2,0
Haley Joel Osment,1,0
Janet McTeer,2,0
Hilary Swank,2,2
Toni Collette,1,0
Angelina Jolie,3,2
Catherine Keener,2,0
Samantha Morton,2,0
Chloë Sevigny,1,0
Anna and the King,2,0
The Cider House Rules,6,1
Sleepy Hollow,3,1
The Talented Mr. Ripley,4,0
Topsy-Turvy,4,2
American Beauty,6,4
The End of the Affair,1,0
The Insider,6,0
Snow Falling on Cedars,1,0
Titus,1,0
Being John Malkovich,2,0
The Sixth Sense,4,0
Buena Vista Social Club,1,0
Genghis Blues,1,0
On the Ropes,1,0
One Day in September,1,1
Speaking in Strings,1,0
Eyewitness,1,0
King Gimp,1,1
The Wildest Show in the South: The Angola Prison Rodeo,1,0
The Matrix,4,4
All about My Mother,1,1
Caravan,1,0
East-West,1,0
Solomon and Gaenor,1,0
Under the Sun,1,0
Austin Powers: The Spy Who Shagged Me,1,0
Bicentennial Man,1,0
Life,1,0
Angela's Ashes,1,0
The Red Violin,1,1
"South Park: Bigger, Longer & Uncut",1,0
Music of the Heart,1,0
Magnolia,2,0
Toy Story 2,1,0
Tarzan,1,1
The Green Mile,3,0
Humdrum,1,0
My Grandmother Ironed the King's Shirts,1,0
3 Misses,1,0
When the Day Breaks,1,0
"Bror, Min Bror (Teis and Nico)",1,0
Killing Joe,1,0
Kleingeld (Small Change),1,0
Major and Minor Miracles,1,0
My Mother Dreams the Satan's Disciples in New York,1,1
The Mummy,1,0
Star Wars Episode I: The Phantom Menace,3,0
Fight Club,1,0
Stuart Little,1,0
Election,1,0
Roderick T. Ryan,1,1
Javier Bardem,3,1
Benicio Del Toro,2,1
Joaquin Phoenix,3,0
Laura Linney,3,0
Marcia Gay Harden,2,1
Kate Hudson,1,0
"Crouching Tiger, Hidden Dragon",10,4
Dr. Seuss' How the Grinch Stole Christmas,3,1
Gladiator,10,4
Quills,2,0
Vatel,1,0
Malèna,2,0
"O Brother, Where Art Thou?",2,0
The Patriot,3,0
102 Dalmatians,1,0
Billy Elliot,2,0
Erin Brockovich,3,0
Traffic,4,3
Into the Arms of Strangers: Stories of the Kindertransport,1,1
Legacy,1,0
Long Night's Journey into Day,1,0
Scottsboro: An American Tragedy,1,0
Sound and Fury,1,0
Big Mama,1,1
Curtain Call,1,0
Dolphins,1,0
The Man on Lincoln's Nose,1,0
On Tiptoe: Gentle Steps to Freedom,1,0
Almost Famous,2,1
Wonder Boys,3,1
Amores Perros,1,0
Divided We Fall,1,0
Everybody Famous!,1,0
The Taste of Others,1,0
The Cell,1,0
Shadow of the Vampire,1,0
Chocolat,3,0
Meet the Parents,1,0
Dancer in the Dark,1,0
The Emperor's New Groove,1,0
Father and Daughter,1,1
The Periwig-Maker,1,0
Rejected,1,0
By Courier,1,0
One Day Crossing,1,0
Quiero Ser (I want to be...),1,1
Seraglio,1,0
A Soccer Story (Uma Historia de Futebol),1,0
Cast Away,1,0
The Perfect Storm,2,0
U-571,2,1
Space Cowboys,1,0
Hollow Man,1,0
You Can Count on Me,1,0
"To Jack Cardiff, master of light and color.",1,1
"To Ernest Lehman, in appreciation of a body of varied and enduring work.",1,1
Dino De Laurentiis,1,1
Irwin W. Young,1,1
Will Smith,2,0
Tom Wilkinson,2,0
Jim Broadbent,1,1
Ethan Hawke,2,0
Halle Berry,1,1
Nicole Kidman,4,1
Renée Zellweger,3,1
Jennifer Connelly,1,1
Jimmy Neutron: Boy Genius,1,0
"Monsters, Inc.",4,1
Shrek,2,1
Amélie,5,0
Gosford Park,5,1
Harry Potter and the Sorcerer's Stone,3,0
The Lord of the Rings: The Fellowship of the Ring,12,4
Black Hawk Down,4,2
The Man Who Wasn't There,1,0
The Affair of the Necklace,1,0
A Beautiful Mind,6,3
Mulholland Drive,1,0
Children Underground,1,0
LaLee's Kin: The Legacy of Cotton,1,0
Murder on a Sunday Morning,1,1
Promises,1,0
War Photographer,1,0
Artists and Orphans: A True Drama,1,0
Sing!,1,0
Thoth,1,1
Memento,2,0
Elling,1,0
Lagaan,1,0
No Man's Land,1,1
Son of the Bride,1,0
A.I. Artificial Intelligence,2,0
Pearl Harbor,4,1
Kate & Leopold,1,0
Vanilla Sky,1,0
In the Bedroom,2,0
Fifty Percent Grey,1,0
For the Birds,1,1
Give Up Yer Aul Sins,1,0
Strange Invaders,1,0
Stubble Trouble,1,0
the accountant,1,1
Copy Shop,1,0
Gregor's Greatest Invention,1,0
A Man Thing (Meska Sprawa),1,0
Speed for Thespians,1,0
Ghost World,1,0
Monster's Ball,1,0
The Royal Tenenbaums,1,0
Arthur Hiller,1,1
Edmund M. Di Giulio,1,1
To GEOFF JACKSON and ROGER WOODBURN for their DMS 120S Camera Motor.,1,1
Adrien Brody,1,1
Chris Cooper,1,1
John C. Reilly,1,0
Salma Hayek,1,0
Diane Lane,1,0
Queen Latifah,1,0
Catherine Zeta-Jones,1,1
Ice Age,1,0
Lilo & Stitch,1,0
Spirit: Stallion of the Cimarron,1,0
Spirited Away,1,1
Treasure Planet,1,0
Chicago,9,5
Frida,5,2
Gangs of New York,9,0
The Lord of the Rings: The Two Towers,6,2
Road to Perdition,5,1
Far from Heaven,3,0
The Pianist,6,2
The Hours,6,0
Talk to Her,2,1
Bowling for Columbine,1,1
Daughter from Danang,1,0
Prisoner of Paradise,1,0
Winged Migration,1,0
The Collector of Bedford Street,1,0
Mighty Times: The Legacy of Rosa Parks,1,0
Twin Towers,1,1
Why Can't We Be a Family Again?,1,0
El Crimen del Padre Amaro,1,0
Hero,1,0
The Man without a Past,1,0
Nowhere in Africa,1,1
Zus & Zo,1,0
Catch Me If You Can,1,0
The Wild Thornberrys Movie,1,0
8 Mile,1,1
The Cathedral,1,0
The ChubbChubbs!,1,1
Das Rad,1,0
Mike's New Car,1,0
Mt. Head,1,0
Fait D'Hiver,1,0
I'll Wait for the Next One... (J'Attendrai Le Suivant...),1,0
Inja (Dog),1,0
Johnny Flynton,1,0
This Charming Man (Der Er En Yndig Mand),1,1
Spider-Man,2,0
Minority Report,1,0
Star Wars Episode II Attack of the Clones,1,0
About a Boy,1,0
Adaptation,1,0
My Big Fat Greek Wedding,1,0
Y Tu Mamá También,1,0
Johnny Depp,3,0
Bill Murray,1,0
Alec Baldwin,1,0
Djimon Hounsou,2,0
Tim Robbins,1,1
Ken Watanabe,1,0
Keisha Castle-Hughes,1,0
Charlize Theron,2,1
Naomi Watts,2,0
Shohreh Aghdashloo,1,0
Patricia Clarkson,1,0
Brother Bear,1,0
Finding Nemo,4,1
The Triplets of Belleville,2,0
Girl with a Pearl Earring,3,0
The Last Samurai,3,0
The Lord of the Rings: The Return of the King,11,11
Master and Commander: The Far Side of the World,10,2
Seabiscuit,7,0
City of God,4,0
Cold Mountain,5,0
Lost in Translation,3,1
Mystic River,3,0
Balseros,1,0
Capturing the Friedmans,1,0
The Fog of War,1,1
My Architect,1,0
The Weather Underground,1,0
Asylum,1,0
Chernobyl Heart,1,1
Ferry Tales,1,0
The Barbarian Invasions,2,1
Evil,1,0
The Twilight Samurai,1,0
Twin Sisters,1,0
Zelary,1,0
Pirates of the Caribbean: The Curse of the Black Pearl,4,0
Big Fish,1,0
House of Sand and Fog,1,0
A Mighty Wind,1,0
Boundin',1,0
Destino,1,0
Gone Nutty,1,0
Harvie Krumpet,1,1
Nibbles,1,0
Die Rote Jacke (The Red Jacket),1,0
Most (The Bridge),1,0
Squash,1,0
(A) Torzija [(A) Torsion],1,0
Two Soldiers,1,1
American Splendor,1,0
Dirty Pretty Things,1,0
In America,1,0
Peter D. Parks,1,1
Don Cheadle,1,0
Jamie Foxx,2,1
Alan Alda,1,0
Thomas Haden Church,1,0
Clive Owen,1,0
Catalina Sandino Moreno,1,0
Imelda Staunton,1,0
Virginia Madsen,1,0
Sophie Okonedo,1,0
Natalie Portman,3,1
The Incredibles,4,2
Shark Tale,1,0
Shrek 2,2,0
The Aviator,8,4
Finding Neverland,6,1
Lemony Snicket's A Series of Unfortunate Events,4,1
The Phantom of the Opera,3,0
A Very Long Engagement,2,0
House of Flying Daggers,1,0
The Passion of the Christ,3,0
Ray,5,1
Troy,1,0
Million Dollar Baby,4,2
Sideways,3,1
Vera Drake,2,0
Born into Brothels,1,1
The Story of the Weeping Camel,1,0
Super Size Me,1,0
Tupac: Resurrection,1,0
Twist of Faith,1,0
Autism Is a World,1,0
The Children of Leningradsky,1,0
Hardwood,1,0
Mighty Times: The Children's March,1,1
Sister Rose's Passion,1,0
Collateral,1,0
As It Is in Heaven,1,0
The Chorus (Les Choristes),2,0
Downfall,1,0
The Sea Inside,2,1
Yesterday,1,0
Harry Potter and the Prisoner of Azkaban,2,0
The Motorcycle Diaries,2,1
The Polar Express,3,0
Birthday Boy,1,0
Gopher Broke,1,0
Guard Dog,1,0
Lorenzo,1,0
Ryan,1,1
Everything in This Country Must,1,0
Little Terrorist,1,0
7:35 in the Morning (7:35 de la Mañana),1,0
"Two Cars, One Night",1,0
Wasp,1,1
Spider-Man 2,3,1
"I, Robot",1,0
Before Sunset,1,0
Eternal Sunshine of the Spotless Mind,1,1
Hotel Rwanda,1,0
Roger Mayer,1,1
Takuo Miyagishima,1,1
Philip Seymour Hoffman,4,1
Terrence Howard,1,0
Heath Ledger,2,1
David Strathairn,1,0
George Clooney,4,1
Matt Dillon,1,0
Paul Giamatti,1,0
Jake Gyllenhaal,1,0
Felicity Huffman,1,0
Keira Knightley,2,0
Reese Witherspoon,2,1
Amy Adams,5,0
Rachel Weisz,1,1
Michelle Williams,4,0
Howl's Moving Castle,1,0
Tim Burton's Corpse Bride,1,0
Wallace & Gromit in The Curse of the Were-Rabbit,1,1
"Good Night, and Good Luck.",5,0
Harry Potter and the Goblet of Fire,1,0
Memoirs of a Geisha,6,3
Pride & Prejudice,3,0
Batman Begins,1,0
Brokeback Mountain,5,3
The New World,1,0
Charlie and the Chocolate Factory,1,0
Mrs. Henderson Presents,1,0
Walk the Line,3,0
Capote,3,0
Crash,5,3
Munich,5,0
Darwin's Nightmare,1,0
Enron: The Smartest Guys in the Room,1,0
March of the Penguins,1,1
Murderball,1,0
Street Fight,1,0
The Death of Kevin Carter: Casualty of the Bang Bang Club,1,0
God Sleeps in Rwanda,1,0
The Mushroom Club,1,0
A Note of Triumph: The Golden Age of Norman Corwin,1,1
Cinderella Man,2,0
The Constant Gardener,3,0
Don't Tell,1,0
Joyeux Noël,1,0
Paradise Now,1,0
Sophie Scholl - The Final Days,1,0
Tsotsi,1,1
"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",3,1
Star Wars: Episode III Revenge of the Sith,1,0
Hustle & Flow,1,1
Transamerica,1,0
Badgered,1,0
The Moon and the Son: An Imagined Conversation,1,1
The Mysterious Geographic Explorations of Jasper Morello,1,0
9,1,0
One Man Band,1,0
Ausreisser (The Runaway),1,0
Cashback,1,0
The Last Farm,1,0
Our Time Is Up,1,0
Six Shooter,1,1
War of the Worlds,3,0
A History of Violence,1,0
Match Point,1,0
The Squid and the Whale,1,0
Syriana,1,0
Gary Demos,1,1
Ryan Gosling,2,0
Forest Whitaker,1,1
Jackie Earle Haley,1,0
Eddie Murphy,1,0
Mark Wahlberg,1,0
Penélope Cruz,3,1
Adriana Barraza,1,0
Abigail Breslin,1,0
Jennifer Hudson,1,1
Rinko Kikuchi,1,0
Cars,2,0
Happy Feet,1,1
Monster House,1,0
Dreamgirls,6,1
The Good Shepherd,1,0
Pan's Labyrinth,6,3
Pirates of the Caribbean: Dead Man's Chest,4,1
The Prestige,2,0
The Black Dahlia,1,0
Children of Men,3,0
The Illusionist,2,0
Curse of the Golden Flower,1,0
The Devil Wears Prada,1,0
The Queen,5,0
Babel,5,1
The Departed,4,4
Letters from Iwo Jima,4,1
United 93,2,0
Deliver Us from Evil,1,0
An Inconvenient Truth,2,2
Iraq in Fragments,1,0
Jesus Camp,1,0
"My Country, My Country",1,0
The Blood of Yingzhou District,1,1
Recycled Life,1,0
Rehearsing a Dream,1,0
Two Hands,1,0
Blood Diamond,3,0
After the Wedding,1,0
Days of Glory (Indigènes),1,0
The Lives of Others,1,1
Water,1,0
Apocalypto,3,0
Click,1,0
The Good German,1,0
Notes on a Scandal,2,0
Little Miss Sunshine,2,1
The Danish Poet,1,1
Lifted,1,0
The Little Matchgirl,1,0
Maestro,1,0
No Time for Nuts,1,0
Binta and the Great Idea (Binta Y La Gran Idea),1,0
Éramos Pocos (One Too Many),1,0
Helmer & Son,1,0
The Saviour,1,0
West Bank Story,1,1
Flags of Our Fathers,2,0
Poseidon,1,0
Superman Returns,1,0
Little Children,1,0
Sherry Lansing,1,1
Ray Feeney,1,1
Viggo Mortensen,2,0
Casey Affleck,2,1
Hal Holbrook,1,0
Marion Cotillard,2,1
Ellen Page,1,0
Ruby Dee,1,0
Saoirse Ronan,3,0
Amy Ryan,1,0
Tilda Swinton,1,1
Persepolis,1,0
Ratatouille,5,1
Surf's Up,1,0
American Gangster,1,0
Atonement,6,1
The Golden Compass,2,1
Sweeney Todd The Demon Barber of Fleet Street,2,1
There Will Be Blood,7,1
The Assassination of Jesse James by the Coward Robert Ford,1,0
The Diving Bell and the Butterfly,4,0
No Country for Old Men,7,3
Across the Universe,1,0
Elizabeth: The Golden Age,1,1
La Vie en Rose,2,1
Juno,3,1
Michael Clayton,4,0
No End in Sight,1,0
Operation Homecoming: Writing the Wartime Experience,1,0
Sicko,1,0
Taxi to the Dark Side,1,1
War/Dance,1,0
Freeheld,1,1
La Corona (The Crown),1,0
Salim Baba,1,0
Sari's Mother,1,0
The Bourne Ultimatum,3,3
Into the Wild,1,0
Beaufort,1,0
The Counterfeiters,1,1
Katyn,1,0
Mongol,1,0
12,1,0
Norbit,1,0
Pirates of the Caribbean: At World's End,2,0
The Kite Runner,1,0
3:10 to Yuma,2,0
Once,1,1
Enchanted,3,0
August Rush,1,0
I Met the Walrus,1,0
Madame Tutli-Putli,1,0
Même les Pigeons Vont au Paradis (Even Pigeons Go to Heaven),1,0
My Love (Moya Lyubov),1,0
Peter & the Wolf,1,1
At Night,1,0
Il Supplente (The Substitute),1,0
Le Mozart des Pickpockets (The Mozart of Pickpockets),1,1
Tanghi Argentini,1,0
The Tonto Woman,1,0
Transformers,3,0
Away from Her,1,0
Lars and the Real Girl,1,0
The Savages,1,0
David A. Grafton,1,1
Richard Jenkins,2,0
Frank Langella,1,0
Mickey Rourke,1,0
Josh Brolin,1,0
Michael Shannon,2,0
Anne Hathaway,2,1
Melissa Leo,2,1
Viola Davis,3,1
Taraji P. Henson,1,0
Bolt,1,0
Kung Fu Panda,1,0
WALL-E,6,1
Changeling,2,0
The Curious Case of Benjamin Button,11,3
The Dark Knight,7,1
The Duchess,2,1
Revolutionary Road,2,0
The Reader,4,0
Slumdog Millionaire,10,8
Australia,1,0
Milk,6,1
Frost/Nixon,4,0
The Betrayal (Nerakhoon),1,0
Encounters at the End of the World,1,0
The Garden,1,0
Man on Wire,1,1
Trouble the Water,1,0
The Conscience of Nhem En,1,0
The Final Inch,1,0
Smile Pinki,1,1
The Witness - From the Balcony of Room 306,1,0
The Baader Meinhof Complex,1,0
The Class,1,0
Departures,1,1
Revanche,1,0
Waltz with Bashir,1,0
Hellboy II: The Golden Army,1,0
Defiance,1,0
La Maison en Petits Cubes,1,1
Lavatory - Lovestory,1,0
Oktapodi,1,0
Presto,1,0
This Way Up,1,0
Auf der Strecke (On the Line),1,0
Manon on the Asphalt,1,0
New Boy,1,0
The Pig,1,0
Spielzeugland (Toyland),1,1
Iron Man,2,0
Wanted,2,0
Doubt,1,0
Frozen River,1,0
Happy-Go-Lucky,1,0
In Bruges,1,0
Jerry Lewis,1,1
Ed Catmull,1,1
Colin Firth,2,1
Jeremy Renner,2,0
Christopher Plummer,3,1
Stanley Tucci,1,0
Christoph Waltz,2,2
Sandra Bullock,2,1
Carey Mulligan,1,0
Gabourey Sidibe,1,0
Vera Farmiga,1,0
Maggie Gyllenhaal,1,0
Anna Kendrick,1,0
Mo'Nique,1,1
Coraline,1,0
Fantastic Mr. Fox,2,0
The Princess and the Frog,3,0
The Secret of Kells,1,0
Avatar,9,3
The Imaginarium of Doctor Parnassus,2,0
Nine,3,0
Sherlock Holmes,2,0
The Young Victoria,3,1
Harry Potter and the Half-Blood Prince,1,0
The Hurt Locker,8,6
Inglourious Basterds,7,0
The White Ribbon,2,0
Bright Star,1,0
Coco before Chanel,1,0
Precious: Based on the Novel 'Push' by Sapphire,4,1
Up in the Air,3,0
Burma VJ,1,0
The Cove,1,1
"Food, Inc.",1,0
The Most Dangerous Man in America: Daniel Ellsberg and the Pentagon Papers,1,0
Which Way Home,1,0
China's Unnatural Disaster: The Tears of Sichuan Province,1,0
The Last Campaign of Governor Booth Gardner,1,0
The Last Truck: Closing of a GM Plant,1,0
Music by Prudence,1,1
Rabbit à la Berlin,1,0
District 9,4,0
Ajami,1,0
The Milk of Sorrow,1,0
A Prophet,1,0
The Secret in Their Eyes,1,1
Il Divo,1,0
Star Trek,4,1
Paris 36,1,0
Crazy Heart,1,1
The Blind Side,1,0
An Education,2,0
A Serious Man,2,0
French Roast,1,0
Granny O'Grimm's Sleeping Beauty,1,0
The Lady and the Reaper (La Dama y la Muerte),1,0
Logorama,1,1
A Matter of Loaf and Death,1,0
The Door,1,0
Instead of Abracadabra,1,0
Kavi,1,0
Miracle Fish,1,0
The New Tenants,1,1
Transformers: Revenge of the Fallen,1,0
In the Loop,1,0
The Messenger,1,0
To Roger Corman for his rich engendering of films and filmmakers.,1,1
"To Gordon Willis for unsurpassed mastery of light, shadow, color and motion.",1,1
John Calley,1,1
Jesse Eisenberg,1,0
James Franco,1,0
Christian Bale,3,1
John Hawkes,1,0
Mark Ruffalo,3,0
Jennifer Lawrence,4,1
Hailee Steinfeld,1,0
Jacki Weaver,2,0
How to Train Your Dragon,2,0
Toy Story 3,5,2
Harry Potter and the Deathly Hallows Part 1,2,0
Inception,8,4
The King's Speech,9,3
Black Swan,4,0
The Social Network,7,3
I Am Love,1,0
The Tempest,1,0
The Fighter,4,0
Exit through the Gift Shop,1,0
Gasland,1,0
Inside Job,1,1
Restrepo,1,0
Waste Land,1,0
Killing in the Name,1,0
Poster Girl,1,0
Strangers No More,1,1
Sun Come Up,1,0
The Warriors of Qiugang,1,0
127 Hours,5,0
Biutiful,1,0
Dogtooth,1,0
In a Better World,1,1
Incendies,1,0
Outside the Law (Hors-la-loi),1,0
Barney's Version,1,0
The Way Back,1,0
The Wolfman,1,1
Country Strong,1,0
Tangled,1,0
The Kids Are All Right,2,0
Winter's Bone,2,0
Day & Night,1,0
The Gruffalo,1,0
Let's Pollute,1,0
The Lost Thing,1,1
"Madagascar, carnet de voyage (Madagascar, a Journey Diary)",1,0
The Confession,1,0
The Crush,1,0
God of Love,1,1
Na Wewe,1,0
Wish 143,1,0
Tron: Legacy,1,0
Unstoppable,1,0
Salt,1,0
Hereafter,1,0
Iron Man 2,1,0
Another Year,1,0
To Kevin Brownlow for the wise and devoted chronicling of the cinematic parade.,1,1
To Jean-Luc Godard for passion. For confrontation. For a new kind of cinema.,1,1
To Eli Wallach for a lifetime's worth of indelible screen characters.,1,1
Francis Ford Coppola,1,1
Demián Bichir,1,0
Jean Dujardin,1,1
Gary Oldman,2,1
Jonah Hill,2,0
Rooney Mara,2,0
Bérénice Bejo,1,0
Jessica Chastain,2,0
Melissa McCarthy,1,0
Octavia Spencer,3,1
A Cat in Paris,1,0
Chico & Rita,1,0
Kung Fu Panda 2,1,0
Puss in Boots,1,0
Rango,1,1
The Artist,8,4
Harry Potter and the Deathly Hallows Part 2,3,0
Hugo,11,5
Midnight in Paris,4,1
War Horse,6,0
The Girl with the Dragon Tattoo,4,1
The Tree of Life,3,0
Anonymous,1,0
Jane Eyre,1,0
W.E.,1,0
The Descendants,4,1
Hell and Back Again,1,0
If a Tree Falls: A Story of the Earth Liberation Front,1,0
Paradise Lost 3: Purgatory,1,0
Pina,1,0
Undefeated,1,1
The Barber of Birmingham: Foot Soldier of the Civil Rights Movement,1,0
God Is the Bigger Elvis,1,0
Incident in New Baghdad,1,0
Saving Face,1,1
The Tsunami and the Cherry Blossom,1,0
Moneyball,4,0
Bullhead,1,0
Footnote,1,0
In Darkness,1,0
Monsieur Lazhar,1,0
A Separation,2,1
Albert Nobbs,1,0
The Iron Lady,1,1
The Adventures of Tintin,1,0
Tinker Tailor Soldier Spy,2,0
The Muppets,1,1
Rio,1,0
Extremely Loud & Incredibly Close,1,0
The Help,1,0
Dimanche/Sunday,1,0
The Fantastic Flying Books of Mr. Morris Lessmore,1,1
La Luna,1,0
A Morning Stroll,1,0
Wild Life,1,0
Pentecost,1,0
Raju,1,0
The Shore,1,1
Time Freak,1,0
Tuba Atlantic,1,0
Drive,1,0
Transformers: Dark of the Moon,3,0
Real Steel,1,0
Rise of the Planet of the Apes,1,0
The Ides of March,1,0
Bridesmaids,1,0
Margin Call,1,0
Douglas Trumbull,1,1
Bradley Cooper,3,0
Hugh Jackman,1,0
Emmanuelle Riva,1,0
Quvenzhané Wallis,1,0
Brave,1,1
Frankenweenie,1,0
ParaNorman,1,0
The Pirates! Band of Misfits,1,0
Wreck-It Ralph,1,0
Anna Karenina,4,1
Django Unchained,4,1
Life of Pi,11,4
Lincoln,9,1
Skyfall,5,2
Les Misérables,6,2
Mirror Mirror,1,0
Snow White and the Huntsman,2,0
Amour,4,1
Beasts of the Southern Wild,3,0
Silver Linings Playbook,4,0
5 Broken Cameras,1,0
The Gatekeepers,1,0
How to Survive a Plague,1,0
The Invisible War,1,0
Searching for Sugar Man,1,1
Inocente,1,1
Kings Point,1,0
Mondays at Racine,1,0
Open Heart,1,0
Redemption,1,0
Argo,6,3
Zero Dark Thirty,4,1
No,1,0
A Royal Affair,1,0
War Witch,1,0
Hitchcock,1,0
The Hobbit: An Unexpected Journey,3,0
Chasing Ice,1,0
Ted,1,0
Adam and Dog,1,0
Fresh Guacamole,1,0
Head over Heels,1,0
"Maggie Simpson in ""The Longest Daycare""",1,0
Paperman,1,1
Asad,1,0
Buzkashi Boys,1,0
Curfew,1,1
Death of a Shadow (Dood van een Schaduw),1,0
Henry,1,0
Marvel's The Avengers,1,0
Prometheus,1,0
Flight,1,0
Moonrise Kingdom,1,0
Jeffrey Katzenberg,1,1
To RICHARD MALL for the design and development of the Matthews Max Menace Arm.,1,1
Chiwetel Ejiofor,1,0
Matthew McConaughey,1,1
Barkhad Abdi,1,0
Michael Fassbender,2,0
Jared Leto,1,1
Sally Hawkins,2,0
Lupita Nyong'o,1,1
June Squibb,1,0
The Croods,1,0
Despicable Me 2,2,0
Ernest & Celestine,1,0
Frozen,2,2
The Wind Rises,1,0
The Grandmaster,2,0
Gravity,9,7
Inside Llewyn Davis,2,0
Nebraska,4,0
Prisoners,1,0
American Hustle,6,0
12 Years a Slave,6,2
The Wolf of Wall Street,3,0
The Act of Killing,1,0
Cutie and the Boxer,1,0
Dirty Wars,1,0
The Square,2,0
20 Feet from Stardom,1,1
CaveDigger,1,0
Facing Fear,1,0
Karama Has No Walls,1,0
The Lady in Number 6: Music Saved My Life,1,1
Prison Terminal: The Last Days of Private Jack Hall,1,0
Captain Phillips,5,0
Dallas Buyers Club,4,1
The Broken Circle Breakdown,1,0
The Great Beauty,1,1
The Hunt,1,0
The Missing Picture,1,0
Omar,1,0
Jackass Presents: Bad Grandpa,1,0
The Lone Ranger,2,0
The Book Thief,1,0
Her,5,1
Philomena,3,0
Saving Mr. Banks,1,0
Alone Yet Not Alone,1,0
Mandela: Long Walk to Freedom,1,0
Feral,1,0
Get a Horse!,1,0
Mr. Hublot,1,1
Possessions,1,0
Room on the Broom,1,0
Aquel No Era Yo (That Wasn't Me),1,0
Avant Que De Tout Perdre (Just before Losing Everything),1,0
Helium,1,1
Pitääkö Mun Kaikki Hoitaa? (Do I Have to Take Care of Everything?),1,0
The Voorman Problem,1,0
All Is Lost,1,0
The Hobbit: The Desolation of Smaug,3,0
Lone Survivor,2,0
Iron Man 3,1,0
Star Trek Into Darkness,1,0
Before Midnight,1,0
Blue Jasmine,1,0
Peter W. Anderson,1,1
To RONALD D. HENDERSON for the development of the FLUX gas simulation system.,1,1
Steve Carell,1,0
Benedict Cumberbatch,1,0
Michael Keaton,1,0
Eddie Redmayne,2,1
J.K. Simmons,1,1
Felicity Jones,1,0
Rosamund Pike,1,0
Patricia Arquette,1,1
Emma Stone,2,1
Big Hero 6,1,1
The Boxtrolls,1,0
How to Train Your Dragon 2,1,0
Song of the Sea,1,0
The Tale of the Princess Kaguya,1,0
Birdman or (The Unexpected Virtue of Ignorance),6,4
The Grand Budapest Hotel,9,4
Ida,2,1
