name,nominations,wins
Jocelyn Rickards,3,1
Alan Barrett,1,0
Joseph Losey,2,0
Arthur Penn,1,0
Claude Lelouch,2,0
In The Heat Of The Night,4,2
Bonnie And Clyde,3,0
Chimes At Midnight,1,0
A  Man And A Woman (Un Homme Et Une Femme),1,1
"My Sister, My Love (Syskonbädd 1782)/ Persona",1,0
Barefoot In The Park,1,0
Bonnie And Clyde/Hurry Sundown,1,1
You're A Big Boy Now,1,0
Frederic Rossif,1,1
Jack Gold,1,0
Tanya Ballantyne,1,0
John Irvin,1,0
Don Levy,1,0
Geoffrey Jones,1,0
Robert Verrall,1,1
Derek Armstrong,2,0
Michael Heckford,1,0
Jeff Inman,1,0
Pier Paolo Pasolini,1,0
Guess Who's Coming To Dinner?,3,2
The Charge Of The Light Brigade,7,0
Oliver!,8,0
The Bofors Gun,2,1
The Lion In Winter/Guess Who's Coming To Dinner?,1,1
The Graduate,7,5
Beauty Of The Day (Belle De Jour),1,0
"Rachel, Rachel",1,0
Norman McLaren,1,1
Jiri Trinka,1,0
Ron Tunis,1,0
John Barry,6,1
John Addison,2,1
Nino Rota,3,1
Francis Lai,2,0
"Tony Masters, Harry Lange, Ernest Archer",1,1
Renzo Mongiardino,1,0
Jörgen Persson,1,0
Danilo Donati,7,3
David Walker,1,0
Phyllis Dalton,5,2
Lindsay Anderson,1,0
Carol Reed,2,0
Franco Zeffirelli,1,0
Sam O'Steen,2,1
Kevin Brownlow,2,1
Ralph Kemplen,2,1
Reginald Mills,1,0
Jiri Menzel,1,0
Elvira Madigan,2,0
"Jonathan Stedall - Camphill Rudolph Steiner School, Aberdeen",1,1
Felix Greene,1,0
Michael Tuchner,1,0
Adrian Malone,1,0
"Calder Willingham, Buck Henry",1,1
David Sherwin,1,0
James Goldman,1,0
Winston Ryder,1,1
Simon Kaye,1,0
Jiri Pavlik,1,0
"Chris Greenham, Simon Kaye",1,0
"John Cox, Bob Jones",1,0
Richard Bigham,1,1
Peter De Normanville,3,1
David Morphet,1,0
Eric Harrison,1,0
The Lion In Winter,7,1
Romeo And Juliet,11,1
No Way To Treat A Lady,1,0
Twisted Nerve/Charlie Bubbles,1,1
Interlude,1,0
Games,1,0
Jonathan Stedall,1,0
Anthony Harvey,1,0
Midnight Cowboy/John And Mary,1,1
Women In Love,9,0
The Secret Life Of An American Wife/Hello Dolly!,1,0
Inadmissible Evidence,1,0
The Prime Of Miss Jean Brodie,3,2
Secret Ceremony/Rosemary's Baby/John And Mary,1,0
Funny Girl/Hello Dolly!,2,0
Mikis Theodorakis,3,1
Richard Rodney Bennett,7,1
Michel Legrand,3,1
Georges Delerue,2,0
John De Cuir,1,0
"Mikhail Bogdanov, Grennady Myasnikov",1,0
Luciana Arrighi,3,0
William A Fraker,1,0
Harry Stradling,1,0
Billy Williams,2,0
Irene Sharaff,1,0
Ruth Myers,1,0
Shirley Russell,6,1
Peter Yates,3,0
Richard Attenborough,13,6
Ken Russell,1,0
Hugh A Robertson,1,1
Frank P Keller,1,0
Kevin Connor,1,0
Françoise Bonnot,2,1
Midnight Cowboy,6,5
True Grit,1,0
"Goodbye, Columbus",3,0
National Film Board Of Canada,2,2
Waldo Salt,1,1
Arnold Schulman,1,0
Larry Kramer,1,0
"Costa-Gavras, Jorge Semprun",1,0
Sarah Erulkar,1,1
Robin Cantelon,1,0
Franc Roddam,1,0
Stuart Cooper,1,0
"Don Challis, Simon Kaye",1,1
"Teddy Mason, James Shields",1,0
Edwin Scheid,1,0
Terry Rawlings,4,0
Ronald Spencer,1,0
Ken McCready,1,0
Rene Basilico,1,0
Oh! What A Lovely War,10,6
Easy Rider,1,0
Bullitt,5,0
Three Into Two Won't Go,1,0
Butch Cassidy And The Sundance Kid/Tell Them Willie Boy Is Here/Downhill Racer,1,1
Bob And Carol And Ted And Alice/M*A*S*H,1,0
Butch Cassidy And The Sundance Kid,8,7
Patton: Lust For Glory,2,0
Butch Cassidy And The Sundance Kid/Tell Them Willie Boy Is Here,1,1
"They Shoot Horses, Don't They?",6,1
Cactus Flower/There's A Girl In My Soup,1,0
Ryan's Daughter,10,0
Bob Godfrey,5,3
Sidney Goldsmith,1,0
Ward Kimball,1,0
Burt Bacharach,2,1
Arlo Guthrie,1,0
Johnny Douglas,1,0
Mario Garbuglia,1,1
Stephen Grimes,1,0
Terry Marsh,1,0
Conrad Hall,1,1
Armando Nannuzzi,1,0
Maria De Matteis,1,1
Nino Novarese,1,0
George Roy Hill,1,1
Ken Loach,3,1
Robert Altman,3,1
"John C Howard, Richard C Meyer",1,1
Danford B Greene,1,0
Norman Savage,1,0
Frederic Steinkamp,1,0
Kes,6,2
Pookie,1,0
The Railway Children,3,0
William Goldman,2,1
"Paul Mazursky, Larry Tucker",1,0
"Barry Hines, Ken Loach, Tony Garnett",1,0
"James Poe,  Robert E Thompson",1,0
William Mason,2,1
Philip Mark Law,1,0
Colin Low,1,0
"Don Hall, David Dockendorf, William Edmundson",1,1
"Don Hall, David Dockendorf, Bernard Freericks",1,0
"Don Hall, Douglas Williams, Don J Bassman",1,0
"Winston Ryder, Gordon McCallum",1,0
Co Hoedeman,2,0
Eric Marquis,3,1
Michael Orrom,1,0
The Watermelon Man,1,0
Airport,1,0
"Sunday, Bloody Sunday",8,5
Death In Venice,6,4
Gumshoe,2,0
Little Big Man,3,0
Taking Off,6,0
The Go-Between,12,4
Klute,1,0
The Raging Moon,2,0
John Hammond,1,0
Isaac Hayes,1,0
Charles Dumont,1,0
Ferdinando Scarfiotti,2,1
Christine Edzard,3,0
Pasquale De Santis,1,1
Gerry Fisher,1,0
Piero Tosi,2,2
"Yvonne Blake, Antonio Castillo",1,0
Luchino Visconti,1,0
Milos Forman,2,1
Richard Marden,1,1
"Antony Gibbs, Robert Lawrence",1,0
Antony Gibbs,3,0
John Carter,1,0
Summer Of '42,2,1
Diary Of A Mad Housewife,1,0
Nicholas And Alexandra,3,0
Walon Green,1,1
Neville Smith,1,0
Penelope Gilliatt,1,0
"Milos Forman, John Guare, Jean-Claude Carrière, John Klein",1,0
Bill Schmalz,1,0
John Phillips,1,0
"Vittorio Trentino, Giuseppe Muratori",1,1
"Les Wiggins, David Hildyard, Gordon McCallum",1,0
"Garth Craven, Peter Handford, Hugh Strain",1,0
"David Campling, Simon Kaye, Gerry Humphreys",1,0
Leonard Lewis,2,0
Peter Bradford,1,0
Get Carter,1,0
10 Rillington Place,1,0
Deep End,1,0
Gillo Pontecorvo,1,1
The French Connection/The Poseidon Adventure,1,1
The Nightcomers/The Godfather,1,0
They Might Be Giants/The Hospital,1,0
Young Winston,5,0
Cabaret,10,6
The Butcher (Le Boucher),1,0
Savage Messiah,1,0
The Third Ear Band,1,0
Alfred Ralston,1,0
Rolf Zehetbauer,1,1
"Geoffrey Drake, Don Ashton",1,0
John Alcott,3,1
Ennio Guarnieri,1,0
Vilmos Zsigmond,2,1
Charlotte Flemming,1,0
Anna Hill Johnstone,1,0
Bob Fosse,1,1
William Friedkin,1,0
Peter Bogdanovich,1,0
Gerry Greenberg,1,1
David Bretherton,1,0
Bill Butler,1,0
Harold And Maude,1,0
The Godfather,4,1
Paddy Chayefsky,2,1
"Larry McMurtry, Peter Bogdanovich",1,1
Jay Presson Allen,1,0
"David Hildyard, Robert Knudson, Arthur Piantadosi",1,1
"Brian Blamey, John Jordan, Bill Rowe",1,0
"Jim Atkinson, Walter Goss, Doug Turner",1,0
"Chris Newman, Theodore Soderberg",1,0
The Last Picture Show,6,3
The Boyfriend,1,0
Lady Caroline Lamb,3,0
The Poseidon Adventure,1,0
Pete 'N' Tillie/Charley Varrick,1,1
Last Tango In Paris,1,0
Sleuth,4,0
Don't Look Now/ Steelyard Blues,1,0
The Discreet Charm Of The Bourgeoisie (Le Charme Discret De La Bourgeoisie)/Just Before Nightfall,1,1
Don't Look Now,6,1
A Touch Of Class,2,0
Lady Sings The Blues,1,0
Alan Price,1,1
Bob Dylan,1,0
Taj Mahal,1,0
Natasha Kroll,1,1
Anthony Richmond,1,1
Sven Nykvist,2,1
Yvonne Blake,3,0
Luis Buñuel,1,0
Frank Morriss,1,0
Graeme Clifford,1,0
Ralph Sheldon,1,0
The Hireling,3,3
"Adolf Hitler, My Part In His Downfall",1,0
That'll Be The Day,2,0
Pat Garrett And Billy The Kid,2,0
National Film Board of Canada,1,1
"Luis Buñuel, Jean-Claude Carrière",1,1
Kenneth Ross,1,0
Anthony Schaffer,1,0
"Melvin Frank, Jack Rose",1,0
"Les Wiggins, Gordon K McCallum, Keith Grant",1,1
"Nicholas Stevenson, Robert Allen",1,0
"Guy Villette, Luis Buñuel",1,0
"Rodney Holland, Peter Davies, Bob Jones",1,0
O Lucky Man!,2,2
The Offence,1,0
A Doll's House,2,0
The Day Of The Jackal,7,1
Day For Night (La Nuit Américaine),3,3
Cries And Whispers (Viskningar Och Rop),2,0
Costa-Gavras,2,1
The Last Detail/Chinatown,1,1
Murder On The Orient Express,8,3
The Conversation,5,2
Serpico,2,0
"Summer Wishes, Winter Dreams",2,1
Chinatown,9,1
The Way We Were,1,0
The Autobiography Of Miss Jane Pittman,2,0
Jerry Goldsmith,3,0
Richard Sylbert,3,1
Tony Walton,2,0
Brian Eatwell,1,0
John A Alonso,1,0
Theoni V Aldredge,1,1
Anthea Sylbert,1,0
Roman Polanski,1,1
Francis Ford Coppola,4,1
Louis Malle,10,5
"Walter Murch, Richard Chew",1,1
Anne V Coates,4,0
John Victor Smith,1,0
Mahler,1,1
Badlands,1,0
Blazing Saddles,2,0
"Boyce Richardson, Tony Ianuzielo",1,1
Robert Towne,1,1
"Mel Brooks, Norman Steinberg, Andrew Bergman, Richard Pryor, Alan Uger",1,0
"Louis Malle, Patrick Modiano",1,0
"Art Rochester, Nat Boxer, Mike Ejve, Walter Murch",1,1
"Melvin M Metcalfe Sr, Ronald Pierce",1,0
"Chris Newman, Jean-Louis Ducarme, Buzz Knudson, Fred Brown, Bob Fine, Ross Taylor, Ron Nagle, Doc Siegel, Gonzalo Gavira, Hal Landaker",1,0
"Alan Somes, Rydal Love, Michael Crouch, John Mitchell, Gordon McCallum",1,0
David Thompson,1,1
The Last Detail,2,0
Stardust,1,0
American Graffiti,1,0
The Tamarind Seed,1,0
The Godfather Part II/Dog Day Afternoon,1,1
Jaws,6,0
French Connection 2/Night Moves,1,0
Lenny,3,1
Alice Doesn't Live Here Anymore,7,4
The Prisoner Of 2nd Avenue,1,0
Scenes From A Marriage,1,0
Caroline Leaf (advised by Co Hodeman),1,0
John Williams,10,6
David Shire,1,0
Richard MacDonald,2,0
William Creber,1,0
Fred Koenekamp,1,0
Ann Roth,1,1
"Ulla-Britt Soderlund, Milena Canonero",1,0
Edith Head,1,0
Martin Scorsese,5,1
Steven Spielberg,7,2
Dede Allen,1,1
"Peter Zinner,  Barry Malkin,  Richard Marks",1,0
Verna Fields,1,0
Graham Baker,1,0
Ronald Eastman,1,0
Ron Granville,1,0
The Godfather Part II,3,0
Nashville,5,1
Robert Getchell,1,1
Frank Pierson,1,0
"Peter Benchley, Carl Gottlieb",1,0
Joan Tewkesbury,1,0
"William A Sawyer, Jim Webb, Chris McLaughlin, Richard Portman",1,1
"Jack Fitzstephens, Richard Cirincione, Sandy Rackow, Stephen A Rotter, James Sabat, Richard Vorisek",1,0
"John R Carter, Robert Hoyt",1,0
"Les Wiggins, Archie Ludski, Derek Ball, Gordon K McCallum",1,0
Cedric Maggs,1,1
Phillip Owtram,1,0
The Towering Inferno,3,1
The Taking Of Pelham 123,2,0
The Day Of The Locust,3,1
Shampoo,1,0
One Flew Over The Cuckoo's Nest,10,6
Taxi Driver,5,1
All The President's Men/Marathon Man,1,0
The Sunshine Boys/The Bad News Bears,1,0
The Shootist,1,0
The Ritz,1,0
Face To Face,1,0
Bernard Herrmann (Posthumous),1,1
Paul Williams,1,0
Jack Nitzsche,2,0
"Richard M Sherman, Robert B Sherman",1,0
Russell Boyd,1,1
"Gerry Fisher, Peter Allwork",1,0
Gordon Willis,3,0
"Haskell Wexler, Bill Butler, William A Fraker",1,0
Moidele Bickel,1,1
Monica Howe,2,0
Judy Dorsman,1,0
Alan J Pakula,1,0
Alan Parker,7,3
"Saul Zaentz, Michael Douglas",1,1
"Richard Chew, Lynzee Klingman, Sheldon Kahn",1,1
Robert L Wolfe,1,0
Jim Clark,3,2
"Marcia Lucas, Tom Rolf, Melvin Shapiro",1,0
Bugsy Malone/Taxi Driver,2,2
Geoffrey Kirkland,1,1
George Jenkins,1,0
"Mario Chiari, Dale Hennesy",1,0
Raymond Simm,1,0
Albert Kish,1,1
Tony Maylam,1,0
"Lawrence Hauben, Bo Goldman",1,0
Neil Simon,2,0
John Amstrong,1,1
John Spencer,1,0
"Les Wiggins, Clive Winter, Ken Barker",1,1
"Milton C Burrow, Jim Webb, Les Fresholtz, Art Piantadosi, Dick Alexander",1,0
"Mary McGlone, Robert R Rutledge, Veronica Selver, Lawrence Jost, Mark Berger",1,0
"Greg Bell,  Dan Connelly",1,0
Anthony Searle,1,1
Joe Mendoza,1,0
Christopher Ralling,1,0
Lawrence Crabb,1,0
All The President's Men,9,0
The Slipper And The Rose,5,0
The Homecoming,1,0
The Omen,1,0
Network,9,1
Annie Hall,6,5
Rocky,5,0
Three Women,1,0
The Late Show,1,0
Marvin Hamlisch,1,0
"Paul Williams, Barbra Streisand, Kenny Ascher, Rupert Holmes, Leon Russell, Kenny Loggins, Alan Bergman, Marilyn Bergman, Donna Weiss",1,0
Giuseppe Rotunno,2,1
Peter Suschitzky,1,0
"Michael Annals, Patrick Wheatley",1,0
Theadora Van Runkle,1,0
Woody Allen,15,7
John G Avildsen,1,0
"Peter De Normanville, Sarak Erulkar",1,1
Paddy Carey,1,0
Ishu Patel,1,1
Kate Canning,1,0
"Jack Rollins, Charles H Joffe",1,1
"Ralph Rosenblum, Wendy Greene Bricmont",1,1
Alan Heim,2,1
Richard Halsey,1,0
The Lacemaker (La Dentellière),1,1
Middle Of The World (Le Milieu Du Monde),1,0
The Hiding Place,1,0
Padre Padrone,1,0
Terence Marsh,2,0
Philip Harrison,1,0
"Woody Allen, Marshall Brickman",2,2
Peter Schaffer,1,0
Sylvester Stallone,2,0
"Peter Horrocks, Gerry Humphreys, Simon Kaye, Robin O'Donoghue, Les Wiggins",1,1
"Jack Fitzstephens, Marc M Lamb, Sandford Rackow, James Sabat, Dick Vorisek",1,0
"Kay Rose, Michael Colgan, James Fritch, Lawrence Jost, Richard Portman",1,0
"Bob Glass, Robert Knudson, Marvin I Kosberg, Tom Overton, Joseph Von Stroheim, Dan Wallin",1,0
Roy Pace,1,0
George Seager,1,0
A Bridge Too Far,8,4
Equus,5,1
The Front,1,0
Welcome To LA,1,0
Next Stop Greenwich Village,1,0
The Goodbye Girl,3,1
Midnight Express,6,3
Magic,1,0
Death On The Nile,4,1
Julia,10,4
The Turning Point,1,0
An Unmarried Woman,1,0
The Bee Gees,1,0
Vilmos Zgismond,1,0
Frank Tidy,1,0
Anthony Powell,2,1
Tom Rand,2,0
"Anthea Sylbert, Joan Bridge, Annalisa Nasalli Rocca",1,0
John Mollo,2,0
Gerry Hambling,5,3
Michael Kahn,5,1
Walter Murch,1,0
"Paul Hirsch, Marcia Lucas, Richard Chew",1,0
Superman,5,1
Interiors,2,1
Girlfriends,1,0
Special Visual Effects Team – Superman,1,1
Joe Alves,1,1
"Gene Callahan, Willy Holt, Carmen Dillon",1,0
David Rolfe,1,1
Alvin Sargent,1,1
"John Considine, Patricia Resnick, Allan Nicholls, Robert Altman",1,0
Tony White,1,1
Beverly Shaffer,1,0
Lindsay Dale,1,0
"Sam Shaw, Robert R Rutledge, Gordon Davidson, Gene Corso, Derek Ball, Don MacDougall, Bob Minkler, Ray West, Mike Minkler, Lester Fresholtz, Richard Portman, Ben Burtt",1,1
"Gene Cantamessa, Buzz Knudson, Don MacDougall, Robert Glass, Steve Katz, Frank Warner, Richard Oswald, David Horton, Sam Gemette, Gary S Gerlich, Chet Slomka, Neil Burrow",1,0
"Michael Colgan, Les Lazarowitz, John K Wilkinson, Robert Glass Jr, John T Reitz",1,0
"Chris Greenham, Gordon K McCallum, Peter Pennell, Michael Hopkins, Pat Foster, Stan Fiferman, John Foster, Roy Charman, Norman Bolland, Brian Marshall, Charles Schmitz, Dick Ragusa, Chris Large",1,0
Robert Young,1,1
Anthony Wilkinson,1,0
David Eady,1,0
Safety Net,1,0
Close Encounters Of The Third Kind,9,1
Stevie,1,0
The China Syndrome,4,2
Manhattan,10,2
The Deer Hunter,9,2
Apocalypse Now,9,2
California Suite,1,0
Ennio Morricone,5,5
"Carmine Coppola, Francis Ford Coppola",1,0
Vittorio Storaro,4,1
Dick Bush,1,0
Judy Moorcroft,3,0
Michael Cimino,2,0
James Bridges,1,0
Peter Zinner,1,1
"Richard Marks, Walter Murch, Gerald B Greenberg, Lisa Fruchtman",1,0
Susan E Morse,4,0
Breaking Away,1,1
The Buddy Holly Story,1,0
Alien,7,2
That Summer,1,0
Michael Seymour,1,1
Dean Tavoularis,2,1
Jeremiah Rusconi,1,0
Brian Morris,1,0
Ermanno Olmi,1,1
"Mike Gray, TS Cook, James Bridges",1,0
Deric Washburn,1,0
"Colin Welland, Walter Bernstein",1,0
Peter Webb,1,1
Clive Mitchell,1,0
Alison De Vere,1,0
"Derrick Leather, Jim Shields, Bill Rowe",1,1
"Nat Boxer, Richard Cirincione, Walter Murch",1,0
"Darin Knight, Jim Klinger, Richard Portman",1,0
"James Sabat, Dan Sable, Jack Higgins",1,0
Saint Jack,1,0
Yanks,7,2
The Europeans,3,0
The Elephant Man,7,3
Kramer Vs Kramer,6,0
All That Jazz,6,2
Being There,4,1
My Brilliant Career,2,2
The Rose,2,0
Michel Ocelot,1,1
Kamil Pixa,1,0
Oscar Grillo,1,0
Caleb Deschanel,1,0
Freddie Francis,4,0
"Takao Saito, Masaharu Ueda",2,0
Seiichiro Momosawa,1,1
Albert Wolsky,1,0
Frantz Salieri,1,0
Akira Kurosawa,1,1
David Lynch,1,0
Robert Benton,2,0
Jerry Greenberg,1,0
Jonathan Sanger,1,1
Andrew Braunsberg,1,0
"Akira Kurosawa, Tomoyuki Tanaka",1,0
Stanley R Jaffe,1,0
Dona Flor And Her Two Husbands (Dona Flor E Seus Dois Maridos),1,0
Gregory's Girl,4,1
Urban Cowboy,1,0
Hazel O'Connor,1,0
Michael Gore,1,0
"Queen, Howard Blake",1,0
Stuart Craig,6,1
Philip Rosenberg,1,0
Norman Reynolds,4,1
Jerzy Kosinski,1,1
"Jim Abrahams, David Zucker, Jerry Zucker",1,0
"Christopher De Vore, Eric Bergren, David Lynch",1,0
Andrew Birkin,1,1
Lindsey Clennell,1,0
Roger Christian,1,0
Andrew Bogle,1,0
"Chris Newman, Les Wiggins, Michael J Kohut",1,1
"Maurice Schell, Chris Newman, Dick Vorisek",1,0
"Jean-Louis Ducarme, Jacques Maumont, Michelle Nenny",1,0
"Peter Sutton, Ben Burtt, Bill Varney",1,0
"Jim Webb, Chris McLaughlin, Kay Rose, Ted Soderberg",1,0
Atlantic City,4,2
Raging Bull,4,2
The Long Good Friday,1,0
The French Lieutenant's Woman,11,3
Ordinary People,2,0
Quartet,1,0
Coal Miner's Daughter,2,0
Sheldon Cohen,1,1
Clorinda Warny,1,0
Sam Weiss,1,0
"Geoffrey Unsworth, Ghislain Cloquet",1,1
Milena Canonero,4,2
Bob Ringwood,3,0
Bill Forsyth,5,2
Thelma Schoonmaker,6,3
John Bloom,3,0
David Puttnam,4,3
Denis Héroux,1,0
Leon Clore,1,0
"Davina Belling, Clive Parsons",1,0
Frank Marshall,1,0
Mephisto,1,0
Carl Davis,1,1
Vangelis Papathanassiou,3,0
Roger Hall,1,0
Pierre Guffroy,1,0
"Nick Broomfield, Joan Churchill",1,1
Ira Wohl,1,0
Connie Field,1,0
Ian Potts,1,0
John Guare,1,0
Colin Welland,2,1
Bob Bentley,1,1
Clare Peploe,1,0
Jonathan Lewis,1,0
"Don Sharpe, Ivan Sharrock, Bill Rowe",1,1
"Clive Winter, Bill Rowe, Jim Shields",1,0
"Gordon Ecker Jr, Jim Alexander, Richard Portman, Roger Heman",1,0
"Roy Charman, Ben Burtt, Bill Varney",1,0
Chariots Of Fire,11,3
Raiders Of The Lost Ark,7,1
Arthur,2,0
Gandhi,16,5
Reds,7,2
Shoot The Moon,1,0
On Golden Pond,6,1
Missing,7,2
36 Chowringhee Lane,1,0
Jordan Cronenweth,1,1
Allen Daviau,2,1
"Billy Williams, Ronnie Taylor",1,0
"Charles Knode, Michael Kaplan",1,1
Sue Blane,1,0
"John Mollo,  Bhanu Athaiya",1,0
Mark Rydell,1,0
"Steven Spielberg, Kathleen Kennedy",1,0
"Edward Lewis, Mildred Lewis",1,0
Bruce Gilbert,1,0
Carol Littleton,1,0
Francesco Rosi,1,1
Wolfgang Petersen,1,0
Jean-Jacques Beineix,2,0
Werner Herzog,1,0
Quest For Fire,1,1
Blade Runner,8,3
ET: The Extra-Terrestrial,12,1
Ben Kingsley,3,2
Drew Barrymore,1,0
Henry Thomas,1,0
Kathleen Turner,1,0
Roger Waters,1,1
"Jim Peterlike, Frank Sullivan",1,0
Randy Newman,1,0
"Charles Strouse, Martin Charnin",1,0
Lawrence G Paull,2,1
James D Bissell,1,0
Les Blank,1,1
"Kevin Rafferty, Jayne Loader, Pierce Rafferty",1,0
Bonnie Sherr Klein,1,0
Jim Brown,1,0
"Ravi Shankar, George Fenton",1,0
"Costa-Gavras, Donald Stewart",1,1
Melissa Mathison,1,0
John Briley,1,0
Ernest Thompson,1,0
David Anderson,2,1
Lynn Smith,1,0
Ian Knox,1,1
Carlo Gebler,1,0
Robert Bierman,1,0
James Scott,1,0
"James Guthrie, Eddy Joseph, Clive Winter, Graham Hartstone, Nicolas Le Messurier",1,1
"Peter Pennell, Bud Alper, Graham Hartstone, Gerry Humphreys",1,0
"Charles L Campbell, Gene Cantamessa, Buzz Knudson, Robert Glass, Don Digirolamo",1,0
"Jonathan Bates, Simon Kaye, Gerry Humphreys, Robin O'Donoghue",1,0
Richard Edlund,2,1
"Douglas Trumball, Richard Yuricich, David Dryer",1,0
"Dennis Muren, Carlo Rambaldi",1,0
"Richard Taylor, Harrison Ellenshaw",1,0
The Return Of The Soldier,1,0
Educating Rita,6,3
Tootsie,8,2
The Honorary Consul,2,0
The King Of Comedy,5,1
"Another Time, Another Place",2,1
Sophie's Choice,2,0
Ruth Prawer Jhabvala,4,1
Willy Russell,2,0
"Larry Gelbart, Murray Schisgal",1,0
Walter Lassally,1,0
Chris Menges,3,1
Marik Vos,1,0
Barbara Lane,1,0
Ruth Morley,1,0
James Ivory,5,1
Sydney Pollack,1,0
"Bud Smith, Walt Mulconery",1,1
Michael Bradsell,1,0
Ismail Merchant,1,0
"Sydney Pollack,  Dick Richards",1,0
Jon Blair,1,1
Louise Panton,1,0
Alex McCall,1,0
Dilys Breese,1,0
"Margaret Menegoz, Barbara Pec-Slesicka, Andrzej Wajda",1,1
"Jorn Donner, Ingmar Bergman",1,0
"Armand Barbault, François Truffaut",1,0
"Tarak Ben Ammar, Franco Zeffirelli",1,0
Heat And Dust,8,1
Return Of The Jedi,4,1
Zelig,5,0
Paul D Zimmerman,1,1
"Timothy Harris, Herschel Weingrod",1,0
"Jack Nitzsche, Buffy Sainte-Marie, Will Jennings",1,1
"Andre Jacquemin, Dave Howman, Michael Palin, Terry Jones",1,0
"Giorgio Moroder, Keith Forsey, Irene Cara",1,0
"Dave Grusin, Alan Bergman, Marilyn Bergman",1,0
"Franco Zeffirelli,  Gianni Quaranta",1,1
Wilfred Shingleton,1,0
Angelo P Graham,1,0
Ryuichi Sakamoto,1,1
Giorgio Moroder,1,0
Mark Knopfler,1,0
"Brian Cosgrove, Mark Hall",7,1
Barry Leith,1,0
"Mark Hall, Brian Cosgrove",3,0
Ian Emes,1,1
Terry Gilliam,1,0
John Davis,1,0
Paul Weiland,1,0
"Willie D Burton, Michael J Kohut, William L Manger",1,1
"Jim Webb, Buzz Knudson, Robert Glass, Don Digirolamo",1,0
"Cesare D'Amico, Jean Louis Ducarme, Claude Villand, Federico Savina",1,0
"Ben Burtt, Tony Dawe, Gary Summers",1,0
"Richard Edlund, Dennis Muren, Ken Ralston, Kit West",1,1
"Roy Field, Brian Smithies, Ian Wingrove",1,0
"Mike Fink, Joe Digaetano, Jack Cooperman, Don Hansard, Colin Cantwell, William A Fraker",1,0
"Gordon Willis, Joel Hynek, Stuart Robertson, R Greenberg",1,0
Trading Places,3,2
Local Hero,7,1
The Ploughman's Lunch,1,0
The Killing Fields,13,8
The Dresser,7,0
A Private Function,5,3
Terms Of Endearment,1,0
Cal,2,0
Silkwood,2,0
Bruce Robinson,1,1
Julian Mitchell,1,0
Ronald Harwood,2,0
Sam Shepard,1,0
Tonino Delli Colli,1,0
Gabriella Pescucci,2,2
"Jenny Beavan, John Bright",4,1
Elizabeth Waller,1,0
Yvonne Sassinot De Nesle,1,0
Wim Wenders,1,1
Roland Joffé,2,0
Sergio Leone,1,0
"John Bloom, Mark Conte",1,0
"Chris Sievernich, Anatole Dauman",1,0
Mark Shivas,1,0
Michael Apted,1,1
Lavinia Warner,1,0
David Hinton,1,0
Sandy Gall,2,0
"Emiliano Piedra, Carlos Saura",1,1
Daniel Vigne,1,0
"Alain Sarde, Bertrand Tavernier",1,0
"Margaret Menegoz, Volker Schlöndorff",1,0
"Greystoke: The Legend Of Tarzan, Lord Of The Apes",6,1
The Company Of Wolves,4,0
Another Country,3,0
The Hit,1,0
"Lawrence Kasdan, Barbara Benedek",1,0
Alan Bennett,3,0
Ray Parker Jr,1,1
Stevie Wonder,1,0
Paul McCartney,1,0
"Giorgio Moroder, Philip Oakey",1,0
Roy Walker,1,1
Anton Furst,2,0
Allan Cameron,1,0
Paco De Lucía,1,0
Mike Oldfield,1,0
Ry Cooder,1,0
Geoff Dunbar,1,1
"Britt Allcroft, David Mitton, Robert Cardona",1,0
Eva Sereny,1,1
Chris O'Reilly,1,0
Mark Peploe,1,0
"Ian Fuller, Clive Winter, Bill Rowe",1,1
"Carlos Faruolo, Alfonso Marcos, Antonio Illan",1,0
"Ivan Sharrock, Gordon K McCallum, Les Wiggins, Roy Baker",1,0
"Ben Burtt, Simon Kaye, Laurel Ladevich",1,0
"Dennis Muren, George Gibbs, Mike McAlister, Lorne Peterson",1,1
"Christopher Tucker, Alan Whibley",1,0
Fred Cramer,1,0
Gorky Park,1,0
Once Upon A Time In America,5,2
Kiss Of The Spider Woman,1,1
A Passage To India,9,1
Witness,7,1
Amadeus,9,4
Defence Of The Realm,1,1
Plenty,2,0
My Beautiful Laundrette,2,0
The Purple Rose Of Cairo,4,2
Letter To Brezhnev,1,0
Desperately Seeking Susan,1,1
Wetherby,1,0
Prizzi's Honour,2,1
"Richard Condon, Janet Roach",1,1
Peter Shaffer,1,0
Julian Bond,1,0
Miroslav Ondricek,1,1
Philippe Rousselot,5,1
Ernest Day,1,0
John Seale,3,0
Theodore Pistek,2,0
Charles Knode,2,1
"Nena Danevic, Michael Chandler",1,1
"Arthur Schmidt, Harry Keramidas",1,0
Thom Noble,2,0
"Robert Greenhut, Woody Allen",4,1
"Saul Zaentz, Milos Forman",1,0
"Bob Gale, Neil Canton, Robert Zemeckis",1,0
"John Brabourne, Richard Goodwin, David Lean",1,0
"Edward S Feldman, Peter Weir",1,0
Christopher Swann,1,1
Christopher Olgiati,1,0
Nigel Wattis,1,0
"Mike Salisbury, Hugh Miles",1,0
"Manfred Durniok, István Szabó",1,1
"Patrice Ledoux, Francesco Rosi",1,0
"Tom Sternberg, Wayne Wang, Danny Yung",1,0
"Luc Besson, François Ruggieri",1,0
The Emerald Forest,3,0
Legend,3,0
Mask,1,0
"Robert Zemeckis, Bob Gale",1,0
